"Афраймович, Валентин Сендерович",1945,2018
Вера Николаевна Масленникова,1926,2000
"Венков, Борис Борисович",1934,2011
"Постников, Алексей Георгиевич",1921,1995
"Эрдниев, Пюрвя Мучкаевич",1921,2019
"Фомин, Владимир Николаевич",1937,2000
"Горский, Владимир Григорьевич",1925,2016
"Гудиев, Амурхан Хаджиумарович",1932,1999
Алексей Борисович Жижченко,1934,2019
"Тростников, Виктор Николаевич",1928,2017
"Волевич, Леонид Романович",1934,2007
Николай Николаевич Воробьёв,1925,1995
"Ворович, Иосиф",1920,2001
"Вощинин, Александр Павлович",1937,2008
"Выгодский, Марк Яковлевич",1898,1965
"Габович, Евгений Яковлевич",1938,2009
"Гаджиев, Акиф Джафар оглы",1937,2015
"Гальперн, Самарий Александрович",1904,1977
Юрий Алексеевич Гастев,1928,1993
"Геронимус, Александр Юрьевич",1945,2007
"Гирсанов, Игорь Владимирович",1934,1967
"Гихман, Иосиф Ильич",1918,1985
"Глебский, Юрий Васильевич",1927,1977
"Глейзер, Герш Исаакович",1904,1967
"Голузин, Геннадий Михайлович",1906,1952
"Гончар, Андрей Александрович",1931,2012
"Гончаров, Герман Арсеньевич",1928,2009
"Горбатов, Вячеслав Афанасьевич",1939,2010
"Гребеников, Евгений Александрович",1932,2013
"Гудивок, Пётр Михайлович",1936,2012
"Давиденко, Виктор Александрович",1914,1983
"Данилюк, Иван Ильич",1931,1988
"Деза, Мишель Мари",1939,2016
"Дезин, Алексей Алексеевич",1923,2008
"Джрбашян, Мхитар Мкртичевич",1918,1994
"Джураев, Абдухамид Джураевич",1932,2005
"Дзядык, Владислав Кириллович",1919,1998
"Дмитриев, Николай Александрович",1924,2000
Анатолий Дородницын,1910,1994
"Дьяконов, Евгений Георгиевич",1935,2006
"Дьяченко, Владимир Федотович",1929,2017
"Емельянов, Станислав Васильевич",1929,2018
Иван Иванович Ерёмин,1933,2013
"Жаутыков, Орымбек Ахметбекович",1911,1989
Евгений Иванович Забабахин,1917,1984
"Забродин, Алексей Валериевич",1933,2008
"Закарин, Аскар Закарьевич",1908,1990
"Заморзаев-Орлеанский, Александр Михайлович",1927,1997
"Замятин, Алексей Петрович",1946,2009
"Зельманов, Абрам Леонидович",1913,1987
"Земляков, Александр Николаевич",1950,2005
"Зубов, Владимир Иванович",1930,2000
"Иванов, Валентин Тимофеевич",1929,2003
"Ивахненко, Алексей Григорьевич",1913,2007
"Ивлев, Борис Михайлович",1946,1990
Ашраф Искендер оглы Гусейнов,1907,1981
Гуннар Фромхольдович Кангро,1913,1975
Бокштейн Меер Феликсович,1913,1990
"Цетлин, Михаил Львович",1924,1966
"Кадец, Михаил Иосифович",1923,2011
Михаил Семёнович Агранович,1930,2017
"Белавкин, Вячеслав Павлович",1946,2012
"Александров, Владимир Валентинович",1938,1985
Владимир Потапов,1914,1980
"Молчанов, Александр Артёмович",1941,2014
"Овсиенко, Сергей Адамович",1953,2016
Витольд Витольдович Пак,1935,2002
Q3920128,1877,1954
"Никишин, Евгений Михайлович",1945,1986
"Новопашенный, Пётр Алексеевич",1881,1950
"Овсянников, Лев Васильевич",1919,2014
"Оганесян, Леонард Амаякович",1925,2013
"Оловянишников, Сергей Пантелеймонович",1910,1941
"Охоцимский, Дмитрий Евгеньевич",1921,2005
"Павлов, Борис Сергеевич",1936,2016
"Пальцев, Борис Васильевич",1939,2014
"Персидский, Константин Петрович",1903,1970
